iter	MultiClass
633	0.7499369597
634	0.7498991777
635	0.7495622355
636	0.7492436566
637	0.7491838527
638	0.749133336
639	0.7486304203
640	0.7481833686
641	0.7473906503
642	0.7470977519
643	0.7463344431
644	0.7459625332
645	0.7459210926
646	0.7455836579
647	0.7452370064
648	0.7451907815
649	0.7448987977
650	0.7445133792
651	0.7441819952
652	0.7441357703
653	0.7438707335
654	0.7435476517
655	0.743277127
656	0.7428537858
657	0.7426211838
658	0.7423789428
659	0.7420795716
660	0.7418048958
661	0.7417635959
662	0.741388731
663	0.7404609966
664	0.7402402147
665	0.7399370441
666	0.7396970546
667	0.7396446382
668	0.7394375056
669	0.739177816
670	0.7391379936
671	0.7391041517
672	0.7388351748
673	0.7382085707
674	0.7375469988
675	0.7369275711
676	0.7366787869
677	0.7364833337
678	0.7361470951
679	0.7360721643
680	0.7360170744
681	0.7352436341
682	0.7349250552
683	0.7346721198
684	0.7346372929
685	0.734392519
686	0.7343384141
687	0.7341514741
688	0.7340934292
689	0.7338260002
690	0.7330886533
691	0.7330531931
692	0.7329921931
693	0.7326722774
694	0.7323988681
695	0.7321549385
696	0.7321189858
697	0.7319382373
698	0.7313133921
699	0.7307113428
700	0.7306744754
701	0.7306343013
702	0.7302789254
703	0.7300816429
704	0.7298428494
705	0.7297988056
706	0.7296419083
707	0.729195138
708	0.7289354484
709	0.7285263897
710	0.7281909954
711	0.7279971604
712	0.7276918087
713	0.7271569508
714	0.7267488067
715	0.7267167941
716	0.7265246476
717	0.7262655912
718	0.7262202106
719	0.7260376328
720	0.7256800055
721	0.7254179941
722	0.7251850403
723	0.724861466
724	0.7243841606
725	0.7237040847
726	0.7236658805
727	0.7234187849
728	0.7233835358
729	0.7233422359
730	0.7232721598
731	0.722837491
732	0.7228051969
733	0.7227661485
734	0.7227189386
735	0.7223672213
736	0.7223301429
737	0.7215030197
738	0.7212375608
739	0.7209533867
740	0.7209153937
741	0.7205331412
742	0.7202011944
743	0.7201546881
744	0.7199056928
745	0.7198605232
746	0.7192130933
747	0.7191713009
748	0.7188706632
749	0.7188220461
750	0.718728541
751	0.7186932215
752	0.7183297545
753	0.7179333602
754	0.7171227007
755	0.7165929085
756	0.7165620216
757	0.71628031
758	0.7160250529
759	0.7158296701
760	0.7157920288
761	0.715553165
762	0.7152806703
763	0.7150586923
764	0.7150061352
765	0.7144571354
766	0.7144266706
767	0.7141893546
768	0.7136693421
769	0.7136034171
770	0.713294829
771	0.7132456491
772	0.7131975949
773	0.7126509169
774	0.7125750715
775	0.7123369112
776	0.7121445538
777	0.7120894638
778	0.7118998503
779	0.7118480671
780	0.7113687213
781	0.7110794111
782	0.7110279798
783	0.7104424644
784	0.7101936802
785	0.709667617
786	0.7096208996
787	0.708936954
788	0.7086852851
789	0.7082452692
790	0.707821154
791	0.7072540723
792	0.7069230401
793	0.7066603251
794	0.7063522998
795	0.7060296402
796	0.705708247
797	0.7054890833
798	0.7052438873
799	0.705169238
800	0.705109997
801	0.7050610281
802	0.7048115403
803	0.7041864137
804	0.7039163815
805	0.7033172168
806	0.7028676322
807	0.7027091166
808	0.7026655653
809	0.7023869495
810	0.7019807052
811	0.7019204087
812	0.7015220444
813	0.7013106904
814	0.7011322637
815	0.7010754852
816	0.7010175106
817	0.7009820504
818	0.7007595095
819	0.7005169168
820	0.700210369
821	0.7001767381
822	0.6995692009
823	0.69889602
824	0.6988579566
825	0.6985488056
826	0.6982789141
827	0.6982438057
828	0.6979656824
829	0.6978930031
830	0.6976046076
831	0.6971769745
832	0.6970148004
833	0.6967436425
834	0.6963917845
835	0.696126607
836	0.6958441215
837	0.6955003546
838	0.6954556072
839	0.6950865116
840	0.6946477621
841	0.6946099097
842	0.69439349
843	0.6941126227
844	0.693898384
845	0.6938565917
846	0.6938106482
847	0.6936281408
848	0.6935563761
849	0.6933088583
850	0.6928169888
851	0.6927827951
852	0.692310696
853	0.6919048738
854	0.6918285359
855	0.6914459316
856	0.6912402766
857	0.6910757807
858	0.6910190022
859	0.6903879655
860	0.6901735861
861	0.6901345377
862	0.6899522413
863	0.6897828907
864	0.6895785725
865	0.6884874679
866	0.6884410319
867	0.6882410759
868	0.6879641486
869	0.6877292952
870	0.6872825249
871	0.6872166702
872	0.686930104
873	0.6865048631
874	0.6862440478
875	0.6860687168
876	0.6857774366
877	0.6857406396
878	0.6854136178
879	0.685373303
880	0.6853382649
881	0.6852952765
882	0.6847546492
883	0.6841664603
884	0.6836501064
885	0.6834205298
886	0.6833582634
887	0.6826119107
888	0.6823844448
889	0.6823178866
890	0.6820224553
891	0.681855708
892	0.6817861947
893	0.6813473045
894	0.6810938063
895	0.6808028779
896	0.6807418076
897	0.6807016334
898	0.6804869726
899	0.6801525633
900	0.6798994169
901	0.6796478184
902	0.67961665
903	0.6793892544
904	0.6791936605
905	0.6789464241
906	0.6788980182
907	0.6785333551
908	0.6784993724
909	0.6783910922
910	0.6780757497
911	0.6780169308
912	0.6776246876
913	0.677385472
914	0.677041283
915	0.6765304873
916	0.6763249026
917	0.6759352626
918	0.6757323515
919	0.6754436042
920	0.6752409042
921	0.6750675432
922	0.6750188558
923	0.6747452354
924	0.6740850707
925	0.6735883465
926	0.6733243651
927	0.6729639938
928	0.6724242812
929	0.6720077647
930	0.6717828316
931	0.6714955618
932	0.6711463071
933	0.6709420592
934	0.670529764
935	0.6704905749
936	0.6704015726
937	0.6701836754
938	0.6698769165
939	0.6696509985
940	0.6693286203
941	0.6689772548
942	0.6689394025
943	0.6688587727
944	0.668636654
945	0.6681382413
946	0.6679130268
947	0.6678721491
948	0.667811712
949	0.6677655575
950	0.6674585172
951	0.6674174284
952	0.6671442301
953	0.6671046892
954	0.666458596
955	0.6661085673
956	0.6659368949
957	0.6656760796
958	0.6654409447
959	0.6653626368
960	0.6651768929
961	0.6651169483
962	0.6649290937
963	0.6648912413
964	0.6643855114
965	0.6636638542
966	0.6631266042
967	0.6630744692
968	0.6630285258
969	0.662991377
970	0.6625260323
971	0.6623547821
972	0.6623141858
973	0.6620474604
974	0.6617570245
975	0.6613808931
976	0.6611763638
977	0.6606721114
978	0.6606242683
979	0.6605914113
980	0.6602380758
981	0.6600459998
982	0.659998227
983	0.6599519317
984	0.6596261764
985	0.6594245317
986	0.6593714821
987	0.659222887
988	0.6591815872
989	0.6590041455
990	0.6586814155
991	0.6580520674
992	0.6580131597
993	0.6578437387
994	0.6575407792
995	0.6573233041
996	0.6571291173
997	0.656652234
998	0.6566178995
999	0.6558363681
